header,true_label,true_binary,v3_bin_pred,v3_bin_conf,v3_sf_pred,v3_sf_conf,v4_bin_pred,v4_bin_conf,v4_sf_pred,v4_sf_conf,seq_length,modeled_sf,binary_eval,v3_bin_correct,v4_bin_correct,both_bin_correct,both_bin_wrong,v3_sf_correct,v4_sf_correct,both_sf_wrong
hAT_55-fOdoBon#DNA/hAT,None,0,1,0.9012143,DNA/hAT,0.7474238,1,0.99805045,DNA/hAT,0.9169745,3885,False,True,False,False,False,True,True,True,False
Sola-2_2-fAmbSpe#DNA/Sola-2,None,0,1,0.90118676,DNA/PIF-Harbinger,0.69754165,1,0.9997099,DNA/Academ-1,0.5250555,2621,False,True,False,False,False,True,True,True,False
Unknown_408-fSarPil#DNA,None,0,1,0.90112394,DNA,0.48086768,1,0.9990827,DNA,0.84393275,1324,False,True,False,False,False,True,True,True,False
hAT_32-rPodPit#Unknown,None,0,1,0.9011067,DNA,0.88512963,1,0.9999658,DNA,0.9129153,1012,False,True,False,False,False,True,True,True,False
Rex-Babar_8-fPorCra#LINE/Rex-Babar,None,0,1,0.90100616,DNA/Academ-1,0.23001267,1,0.69105554,DNA,0.85746735,4597,False,True,False,False,False,True,True,True,False
Unknown_1-aRhiBiv#DNA,None,0,1,0.90095544,DNA,0.76246583,1,0.9999893,DNA,0.9125554,1189,False,True,False,False,False,True,True,True,False
hAT_951-aPelLes#DNA/hAT,None,0,1,0.9009408,DNA/hAT,0.6071181,1,0.94108903,DNA/hAT,0.92026234,8627,False,True,False,False,False,True,True,True,False
hAT_141-aRanTem#DNA/hAT,None,0,1,0.9008736,DNA/hAT,0.40087536,1,0.9815927,DNA/hAT,0.914684,14424,False,True,False,False,False,True,True,True,False
hAT_111-aRanTem#DNA/hAT,None,0,1,0.9008736,DNA/hAT,0.40087536,1,0.976233,DNA/hAT,0.9150914,15922,False,True,False,False,False,True,True,True,False
hAT_19-fGouWil#DNA/hAT,None,0,1,0.90086246,DNA/hAT,0.7866056,1,0.9999293,DNA/hAT,0.91861135,3506,False,True,False,False,False,True,True,True,False
hAT_185-aManAur#DNA,None,0,1,0.9008502,DNA,0.8860223,1,0.9996805,DNA,0.91565865,2234,False,True,False,False,False,True,True,True,False
Unknown_114-rGopFla#DNA,None,0,1,0.9007913,DNA,0.959258,1,0.9996877,DNA,0.91692233,583,False,True,False,False,False,True,True,True,False
hAT_50-aGasCar#DNA/hAT,None,0,1,0.90074813,DNA/hAT,0.8376621,1,0.99915004,DNA/hAT,0.91387385,13313,False,True,False,False,False,True,True,True,False
Unknown_61-kStyCla#Unknown,None,0,1,0.9006523,DNA/CMC,0.5216501,1,0.99400866,DNA,0.7246792,5903,False,True,False,False,False,True,True,True,False
Unknown_121-kAplTur#DNA/hAT,None,0,1,0.9004982,DNA/hAT,0.6898091,1,0.9998952,DNA,0.90164495,2338,False,True,False,False,False,True,True,True,False
Unknown_5-fSebFas#DNA,None,0,1,0.900465,DNA/TcMar-Tc1,0.44806737,1,0.99985266,DNA/TcMar-Tc1,0.9252441,1615,False,True,False,False,False,True,True,True,False
hAT_126-aRanTem#DNA/hAT,None,0,1,0.900414,DNA/hAT,0.39921203,1,0.98099583,DNA/hAT,0.9146754,15329,False,True,False,False,False,True,True,True,False
Unknown_109-fSarPil#Unknown,None,0,1,0.90037847,DNA,0.35043278,1,0.9666463,DNA,0.8591504,4515,False,True,False,False,False,True,True,True,False
hAT_177-fPorCra#DNA,None,0,1,0.9002905,DNA,0.8283367,1,0.7719652,DNA,0.8922538,4333,False,True,False,False,False,True,True,True,False
hAT_474-aMixFle#DNA/hAT,None,0,1,0.9002649,DNA/hAT,0.71372616,1,0.9912928,DNA/hAT,0.9166479,5853,False,True,False,False,False,True,True,True,False
hAT_513-aEleCoq#DNA/hAT,None,0,1,0.9002619,DNA/hAT,0.78508794,1,0.9737423,DNA/hAT,0.91715884,8946,False,True,False,False,False,True,True,True,False
Unknown_276-aManAur#DNA,None,0,1,0.9001828,DNA,0.5613515,1,0.999946,DNA,0.9179718,8371,False,True,False,False,False,True,True,True,False
hAT_21-sHypSab#DNA/hAT,None,0,1,0.9001569,DNA/hAT,0.66990775,1,0.99995935,DNA/hAT,0.9185694,1367,False,True,False,False,False,True,True,True,False
hAT_14-fEchVip#DNA/hAT,None,0,1,0.9001451,DNA/hAT,0.8106273,1,0.99973744,DNA/hAT,0.7431934,1111,False,True,False,False,False,True,True,True,False
hAT_76-rEryReg#Unknown,None,0,1,0.9001185,DNA,0.78166795,1,0.9999714,DNA,0.9186904,2525,False,True,False,False,False,True,True,True,False
Unknown_188-aManAur#DNA,None,0,1,0.89996094,DNA/TcMar-Tc1,0.531833,1,0.9998691,DNA,0.91228,615,False,True,False,False,False,True,True,True,False
Unknown_21-fCaeTer#DNA,None,0,1,0.89987993,DNA,0.4679466,1,0.58145016,DNA,0.844993,2483,False,True,False,False,False,True,True,True,False
hAT_97-kTriCli#DNA/hAT,None,0,1,0.89981645,DNA/hAT,0.77877253,1,0.9998739,DNA/hAT,0.9159682,2568,False,True,False,False,False,True,True,True,False
PiggyBac_19-fDirArg#DNA/PiggyBac,None,0,1,0.8996751,DNA/PiggyBac,0.5629395,1,0.9993673,DNA/PiggyBac,0.91189015,3134,False,True,False,False,False,True,True,True,False
Unknown_56-fBorAnt#DNA/PIF-Harbinger,None,0,1,0.8996165,DNA/PIF-Harbinger,0.8148252,1,0.9999212,DNA/PIF-Harbinger,0.9225351,2744,False,True,False,False,False,True,True,True,False
Unknown_46-aGeoSer#DNA,None,0,1,0.8995562,DNA,0.8948052,1,0.65627086,DNA,0.90535575,2138,False,True,False,False,False,True,True,True,False
hAT_68-aBomVar#DNA/hAT,None,0,1,0.8994461,DNA/CMC,0.2987905,1,0.89962626,DNA/TcMar-Tc1,0.70320046,16858,False,True,False,False,False,True,True,True,False
Academ-1_156-kMyxGlu#DNA/Academ-1,None,0,1,0.89943975,DNA/Academ-1,0.8168133,1,0.9999982,DNA/Academ-1,0.90539885,4777,False,True,False,False,False,True,True,True,False
TcMar-Tc1_2-aDisPic#DNA/TcMar-Tc1,None,0,1,0.8993556,DNA/TcMar-Tc1,0.7490327,1,0.9998235,DNA/TcMar-Tc1,0.9209152,1755,False,True,False,False,False,True,True,True,False
Unknown_43-rPodSic#DNA,None,0,1,0.8993312,DNA,0.7288618,1,0.53930146,DNA,0.90399003,1971,False,True,False,False,False,True,True,True,False
PiggyBac_16-fDirArg#DNA/PiggyBac,None,0,1,0.8992867,DNA/PiggyBac,0.4204093,1,0.9996699,DNA/PiggyBac,0.9082728,3239,False,True,False,False,False,True,True,True,False
Unknown_102-aManAur#DNA,None,0,1,0.89923847,DNA,0.7930137,1,0.99957436,DNA,0.9153503,799,False,True,False,False,False,True,True,True,False
hAT_402-aPelLes#DNA/hAT,None,0,1,0.89918447,DNA/hAT,0.6163901,1,0.97322285,DNA/hAT,0.91452026,11837,False,True,False,False,False,True,True,True,False
hAT_45-rPodSic#DNA/hAT,None,0,1,0.8990218,DNA/hAT,0.70118976,1,0.9340185,DNA,0.8679533,1430,False,True,False,False,False,True,True,True,False
hAT_184-rEryReg#Unknown,None,0,1,0.8989785,DNA/hAT,0.4432564,1,0.9995659,DNA,0.8682631,1375,False,True,False,False,False,True,True,True,False
Unknown_24-fPlaFle#Unknown,None,0,1,0.8989519,DNA/CMC,0.5075125,1,0.9980849,DNA/CMC,0.5832442,5792,False,True,False,False,False,True,True,True,False
Maverick_2-aSpeBom#DNA,None,0,1,0.89893484,DNA/hAT,0.5358384,1,0.9969998,DNA/hAT,0.9219724,3595,False,True,False,False,False,True,True,True,False
Unknown_191-aDenEbr#Unknown,None,0,1,0.89892,DNA,0.9366576,1,0.99987924,DNA/hAT,0.91163677,655,False,True,False,False,False,True,True,True,False
hAT_759-aEngPus#DNA/hAT,None,0,1,0.89875036,DNA/hAT,0.8243846,1,0.9409235,DNA/hAT,0.92109656,9751,False,True,False,False,False,True,True,True,False
Unknown_652-fNotCoa#DNA/hAT,None,0,1,0.8987289,DNA/hAT,0.7344701,1,0.99771225,DNA,0.90837,1097,False,True,False,False,False,True,True,True,False
hAT_966-aEngPus#DNA/hAT,None,0,1,0.89817685,DNA/hAT,0.7954398,1,0.95059294,DNA/hAT,0.91950506,9622,False,True,False,False,False,True,True,True,False
hAT_312-aEngPus#DNA/hAT,None,0,1,0.898128,DNA/hAT,0.7910238,1,0.93454605,DNA/hAT,0.92197067,8625,False,True,False,False,False,True,True,True,False
Unknown_504-fScaEry#DNA,None,0,1,0.8981127,DNA/PIF-Harbinger,0.44431967,1,0.9999045,DNA/PIF-Harbinger,0.92153704,3298,False,True,False,False,False,True,True,True,False
hAT_361-aMixFle#DNA/hAT,None,0,1,0.89797544,DNA/hAT,0.71655625,1,0.97369754,DNA/hAT,0.91702205,6821,False,True,False,False,False,True,True,True,False
hAT_94-aRhiDor#DNA/hAT,None,0,1,0.8978845,DNA/hAT,0.7251051,1,0.76225066,DNA/hAT,0.9179161,6086,False,True,False,False,False,True,True,True,False
Unknown_59-rThaEle#DNA,None,0,1,0.89788055,DNA,0.67530304,1,0.99877614,DNA,0.9046399,1186,False,True,False,False,False,True,True,True,False
Unknown_42-aGeoSer#DNA,None,0,1,0.89780456,DNA,0.8821454,1,0.7410423,DNA,0.9056823,2148,False,True,False,False,False,True,True,True,False
hAT_168-aRanTem#DNA/hAT,None,0,1,0.8975909,DNA/hAT,0.44483393,1,0.99423534,DNA/hAT,0.915109,11570,False,True,False,False,False,True,True,True,False
hAT_92-aEngPus#DNA/hAT,None,0,1,0.897385,DNA/hAT,0.82503885,1,0.97072965,DNA/hAT,0.9157695,9450,False,True,False,False,False,True,True,True,False
hAT_343-aMixFle#DNA/hAT,None,0,1,0.897364,DNA/hAT,0.82401186,1,0.8555048,DNA/hAT,0.9290441,6910,False,True,False,False,False,True,True,True,False
hAT_209-aRanImi#DNA/hAT,None,0,1,0.8973352,DNA/hAT,0.7089459,1,0.99976987,DNA/hAT,0.9113743,3711,False,True,False,False,False,True,True,True,False
hAT_418-aEngPus#DNA/hAT,None,0,1,0.8971848,DNA/hAT,0.79723465,1,0.97784483,DNA/hAT,0.915226,10045,False,True,False,False,False,True,True,True,False
hAT_306-aEleCoq#DNA/hAT,None,0,1,0.8970903,DNA/hAT,0.7770504,1,0.93803924,DNA/hAT,0.9237964,7565,False,True,False,False,False,True,True,True,False
Unknown_147-aEngPus#Unknown,None,0,1,0.89702725,DNA,0.4355313,1,0.99996185,DNA,0.9131692,1486,False,True,False,False,False,True,True,True,False
hAT_527-aRhiDor#DNA/hAT,None,0,1,0.89701,DNA/hAT,0.7893078,1,0.96236193,DNA/hAT,0.91708463,7583,False,True,False,False,False,True,True,True,False
hAT_403-aXenPet#DNA/hAT,None,0,1,0.89693254,DNA/hAT,0.30996576,1,0.99975854,DNA/hAT,0.9162401,11435,False,True,False,False,False,True,True,True,False
Unknown_70-aPseCor#Unknown,None,0,1,0.8968976,DNA/hAT,0.6815358,1,0.99983716,DNA,0.89813167,1081,False,True,False,False,False,True,True,True,False
Unknown_223-kAplTur#DNA/hAT,None,0,1,0.8968803,DNA/hAT,0.78231215,1,0.99996567,DNA/hAT,0.9182813,1576,False,True,False,False,False,True,True,True,False
hAT_299-aXenPet#DNA/hAT,None,0,1,0.8968742,DNA/hAT,0.759149,1,0.96481264,DNA/hAT,0.91727114,6926,False,True,False,False,False,True,True,True,False
hAT_900-aRhiDor#DNA/hAT,None,0,1,0.89684725,DNA/hAT,0.78154093,1,0.90193975,DNA/hAT,0.9234946,6906,False,True,False,False,False,True,True,True,False
Unknown_40-fCaeTer#DNA,None,0,1,0.89673895,DNA/TcMar-Tc1,0.64779484,1,0.99979264,DNA/TcMar-Tc1,0.9183585,2152,False,True,False,False,False,True,True,True,False
Unknown_49-fOsmEpe#DNA/hAT,None,0,1,0.896663,DNA/hAT,0.7201491,1,0.99898595,DNA,0.82182556,1894,False,True,False,False,False,True,True,True,False
Unknown_10-fSebFas#DNA/hAT,None,0,1,0.89658797,DNA/hAT,0.89674133,1,0.9999379,DNA/hAT,0.9225018,1281,False,True,False,False,False,True,True,True,False
hAT_146-kAplTur#DNA/hAT,None,0,1,0.89640343,DNA/hAT,0.8200121,1,0.9998919,DNA/hAT,0.8626853,2104,False,True,False,False,False,True,True,True,False
hAT_252-aRhiDor#DNA/hAT,None,0,1,0.8963147,DNA/hAT,0.65336686,1,0.914185,DNA/hAT,0.9277849,8077,False,True,False,False,False,True,True,True,False
Unknown_34-fAbrBra#DNA,None,0,1,0.8963013,DNA/PIF-Harbinger,0.48812887,1,0.68138933,DNA/hAT,0.77320683,3180,False,True,False,False,False,True,True,True,False
hAT_1-rNatHel#DNA/hAT,None,0,1,0.8962061,DNA/hAT,0.46585426,1,0.99988174,DNA/hAT,0.9152309,4155,False,True,False,False,False,True,True,True,False
hAT_359-aMixFle#DNA/hAT,None,0,1,0.89615583,DNA/hAT,0.7676628,1,0.8722427,DNA/hAT,0.92417836,6828,False,True,False,False,False,True,True,True,False
hAT_739-aEngPus#DNA/hAT,None,0,1,0.8961354,DNA/hAT,0.791631,1,0.9614346,DNA/hAT,0.918145,7500,False,True,False,False,False,True,True,True,False
Unknown_305-aGasCar#DNA,None,0,1,0.89611155,DNA,0.7502371,1,0.98473155,DNA/hAT,0.6554925,1498,False,True,False,False,False,True,True,True,False
Academ-1_320-kMyxGlu#DNA/Academ-1,None,0,1,0.89608556,DNA/Academ-1,0.6300942,1,0.9998086,DNA/CMC,0.912229,3181,False,True,False,False,False,True,True,True,False
hAT_38-rPodSic#Unknown,None,0,1,0.89608306,DNA/hAT,0.71588755,1,0.9998661,DNA,0.9162066,1586,False,True,False,False,False,True,True,True,False
hAT_35-rElgMul#DNA/hAT,None,0,1,0.8960066,DNA/hAT,0.7003111,1,0.9999181,DNA/hAT,0.91518736,3870,False,True,False,False,False,True,True,True,False
PIF-Harbinger_29-aRanTem#DNA/PIF-Harbinger,None,0,1,0.8958922,DNA/PIF-Harbinger,0.88499767,1,0.99982077,DNA/PIF-Harbinger,0.92087567,3803,False,True,False,False,False,True,True,True,False
Unknown_192-rEryReg#DNA,None,0,1,0.89585847,DNA,0.9157449,1,0.9999771,DNA,0.89470047,1504,False,True,False,False,False,True,True,True,False
hAT_8-fAstCal#DNA/hAT,None,0,1,0.8958281,DNA/hAT,0.78531307,1,0.99993813,DNA/hAT,0.9231521,4344,False,True,False,False,False,True,True,True,False
P_1-fParRan#DNA/P,None,0,1,0.89575744,DNA,0.5506049,1,0.9964618,DNA/TcMar-Tc1,0.5818679,2157,False,True,False,False,False,True,True,True,False
Unknown_43-fSalFas#DNA,None,0,1,0.89573765,DNA/hAT,0.3694477,1,0.9999217,DNA,0.8367286,1849,False,True,False,False,False,True,True,True,False
hAT_319-aEngPus#DNA/hAT,None,0,1,0.89566857,DNA/hAT,0.75264204,1,0.96083915,DNA/hAT,0.91691774,8589,False,True,False,False,False,True,True,True,False
hAT_754-aRhiDor#DNA/hAT,None,0,1,0.8956459,DNA/hAT,0.7526603,1,0.9661794,DNA/hAT,0.9141005,7204,False,True,False,False,False,True,True,True,False
Unknown_133-aGeoSer#DNA/hAT,None,0,1,0.8956227,DNA/hAT,0.8034771,1,0.99986863,DNA/hAT,0.9174359,1788,False,True,False,False,False,True,True,True,False
Academ-1_19-kMyxGlu#DNA/Academ-1,None,0,1,0.8954203,DNA/hAT,0.5106687,1,0.99986696,DNA/Academ-1,0.9273807,2840,False,True,False,False,False,True,True,True,False
Unknown_226-fAloSap#DNA,None,0,1,0.8953015,DNA/CMC,0.28436655,1,0.9997118,DNA,0.88201356,5852,False,True,False,False,False,True,True,True,False
Unknown_305-aXenPet#Unknown,None,0,1,0.8952971,DNA,0.48407784,1,0.98523915,DNA,0.89672333,7672,False,True,False,False,False,True,True,True,False
Unknown_60-aGeoSer#DNA,None,0,1,0.8952895,DNA,0.8645438,1,0.6634694,DNA,0.9074957,2091,False,True,False,False,False,True,True,True,False
Unknown_517-fAbrBra#DNA,None,0,1,0.8952453,DNA,0.80811036,1,0.99997175,DNA,0.9110069,383,False,True,False,False,False,True,True,True,False
PIF-Harbinger_6-aMixFle#DNA/PIF-Harbinger,None,0,1,0.8950491,DNA/PIF-Harbinger,0.33427036,1,0.99995303,DNA/PIF-Harbinger,0.90269333,9738,False,True,False,False,False,True,True,True,False
hAT_79-kTriCli#DNA/hAT,None,0,1,0.89502084,DNA/hAT,0.8049621,1,0.99995136,DNA/hAT,0.9164696,2699,False,True,False,False,False,True,True,True,False
hAT_517-aEleCoq#DNA/hAT,None,0,1,0.8948098,DNA/hAT,0.78647465,1,0.961546,DNA/hAT,0.91957635,6951,False,True,False,False,False,True,True,True,False
Unknown_22-fEleAnt#Unknown,None,0,1,0.89455366,DNA/Academ-1,0.57653695,1,0.99987555,DNA/Academ-1,0.8460441,3047,False,True,False,False,False,True,True,True,False
hAT_51-fBorAnt#DNA/hAT,None,0,1,0.8944701,DNA/hAT,0.8155716,1,0.99995065,DNA/hAT,0.91635233,2791,False,True,False,False,False,True,True,True,False
hAT_43-fEpiRan#DNA/hAT,None,0,1,0.8944645,DNA/hAT,0.78474414,1,0.9999566,DNA/hAT,0.9180773,3133,False,True,False,False,False,True,True,True,False
Unknown_11-rEubMac#DNA,None,0,1,0.8944373,DNA/PIF-Harbinger,0.35196194,1,0.99996424,DNA,0.91333836,1569,False,True,False,False,False,True,True,True,False
hAT_84-aEngPus#DNA/hAT,None,0,1,0.89439255,DNA/hAT,0.74917257,1,0.7205919,DNA/hAT,0.8602106,4014,False,True,False,False,False,True,True,True,False
Unknown_80-rPodBoc#DNA,None,0,1,0.8943617,DNA,0.90652484,1,0.9999676,DNA,0.90864617,1348,False,True,False,False,False,True,True,True,False
Unknown_232-aManAur#DNA,None,0,1,0.8943517,DNA,0.9616807,1,0.9998062,DNA,0.9146544,540,False,True,False,False,False,True,True,True,False
Unknown_277-aEleCoq#DNA,None,0,1,0.89431626,DNA,0.92994696,1,0.9999565,DNA,0.9108505,531,False,True,False,False,False,True,True,True,False
Unknown_274-aEleCoq#DNA,None,0,1,0.8942941,DNA,0.926031,1,0.99995124,DNA,0.9109701,532,False,True,False,False,False,True,True,True,False
hAT_145-kTriCli#DNA/hAT,None,0,1,0.89427155,DNA/hAT,0.39973003,1,0.99995244,DNA/hAT,0.91507643,2417,False,True,False,False,False,True,True,True,False
Unknown_444-fCypVen#Unknown,None,0,1,0.8942558,DNA/hAT,0.85796493,1,0.99986005,DNA,0.90235394,1111,False,True,False,False,False,True,True,True,False
Unknown_236-fOdoBon#DNA,None,0,1,0.89415735,DNA,0.5682724,1,0.9999119,DNA,0.91653734,4005,False,True,False,False,False,True,True,True,False
Unknown_58-aGeoSer#DNA,None,0,1,0.8941554,DNA,0.8730491,1,0.7547425,DNA,0.90649,2095,False,True,False,False,False,True,True,True,False
hAT_3-kAplTur#DNA/hAT,None,0,1,0.89412665,DNA/hAT,0.69686854,1,0.91707844,DNA/hAT,0.9026093,4721,False,True,False,False,False,True,True,True,False
hAT_36-fAmbSpe#DNA/hAT,None,0,1,0.89410716,DNA/hAT,0.81540734,1,0.9999542,DNA/hAT,0.9189245,1332,False,True,False,False,False,True,True,True,False
Unknown_1117-fPorCra#Unknown,None,0,1,0.89409256,DNA/hAT,0.61387104,1,0.99987817,DNA/hAT,0.92697483,1507,False,True,False,False,False,True,True,True,False
hAT_201-fPorCra#DNA/hAT,None,0,1,0.89398944,DNA/hAT,0.7571398,1,0.99989307,DNA/hAT,0.91748255,3568,False,True,False,False,False,True,True,True,False
Unknown_25-kMyxGlu#DNA,None,0,1,0.89398384,DNA,0.27770743,1,0.9999696,DNA,0.91482043,1539,False,True,False,False,False,True,True,True,False
hAT_195-kAplTur#DNA/hAT,None,0,1,0.8935145,DNA/hAT,0.7442502,1,0.9244975,DNA/TcMar-Tc1,0.81124645,1482,False,True,False,False,False,True,True,True,False
LINE_6-kAplTur#Unknown,None,0,1,0.8934933,DNA/hAT,0.76075685,1,0.9974752,DNA/PIF-Harbinger,0.9342516,1127,False,True,False,False,False,True,True,True,False
hAT_529-aRhiDor#DNA/hAT,None,0,1,0.8934838,DNA/hAT,0.79030395,1,0.9556388,DNA/hAT,0.9186516,7583,False,True,False,False,False,True,True,True,False
Unknown_111-aSpeBom#DNA,None,0,1,0.8934193,DNA,0.86367816,1,0.99983716,DNA,0.9122142,1199,False,True,False,False,False,True,True,True,False
Unknown_136-rEryReg#DNA/hAT,None,0,1,0.89330375,DNA/hAT,0.50322574,1,0.9953435,DNA,0.9099952,2012,False,True,False,False,False,True,True,True,False
hAT_164-aRanTem#DNA/hAT,None,0,1,0.8932303,DNA/hAT,0.65025467,1,0.99688584,DNA/hAT,0.91474843,11908,False,True,False,False,False,True,True,True,False
hAT_522-aEngPus#DNA/hAT,None,0,1,0.893226,DNA/hAT,0.79320073,1,0.96329963,DNA/hAT,0.91739887,8053,False,True,False,False,False,True,True,True,False
Unknown_172-fDanRer#DNA/hAT,None,0,1,0.8931836,DNA/hAT,0.8168534,1,0.97657394,DNA,0.9114979,1150,False,True,False,False,False,True,True,True,False
hAT_25-fNotCoa#DNA/hAT,None,0,1,0.89313483,DNA/hAT,0.80797684,1,0.99995387,DNA/hAT,0.9171794,1942,False,True,False,False,False,True,True,True,False
hAT_349-aMixFle#DNA/hAT,None,0,1,0.8931178,DNA/hAT,0.4974001,1,0.98352206,DNA/hAT,0.9168582,6867,False,True,False,False,False,True,True,True,False
TcMar-Tc1_2-sRajBra#DNA/TcMar-Tc1,None,0,1,0.8931041,DNA/TcMar-Tc1,0.61368746,1,0.9998342,DNA/TcMar-Tc1,0.9186757,1625,False,True,False,False,False,True,True,True,False
hAT_27-fErpCal#DNA/hAT,None,0,1,0.8931031,DNA/hAT,0.7873582,1,0.9999553,DNA/hAT,0.9236971,2484,False,True,False,False,False,True,True,True,False
Unknown_274-fProBol#Unknown,None,0,1,0.8930772,DNA,0.956507,1,0.9999435,DNA,0.9045167,1142,False,True,False,False,False,True,True,True,False
hAT_46-fDirArg#DNA/hAT,None,0,1,0.89292794,DNA/hAT,0.572466,1,0.9999529,DNA/hAT,0.9171861,1638,False,True,False,False,False,True,True,True,False
hAT_3-aRanTem#DNA/hAT,None,0,1,0.89282227,DNA/hAT,0.59560525,1,0.9068433,DNA/hAT,0.9137162,9910,False,True,False,False,False,True,True,True,False
TcMar-Tc1_20-fErpCal#DNA/TcMar-Tc1,None,0,1,0.8927147,DNA/TcMar-Tc1,0.383012,1,0.9998871,DNA/TcMar-Tc1,0.91982013,1624,False,True,False,False,False,True,True,True,False
PiggyBac_8-fAstCal#DNA/PiggyBac,None,0,1,0.8926561,DNA/PiggyBac,0.25042543,1,0.99738723,DNA/PiggyBac,0.9245986,2501,False,True,False,False,False,True,True,True,False
Unknown_201-rEryReg#Unknown,None,0,1,0.8926417,DNA,0.833959,1,0.9998398,DNA,0.90663785,1364,False,True,False,False,False,True,True,True,False
PiggyBac_5-fRhaSp.#DNA/PiggyBac,None,0,1,0.8926089,DNA/PiggyBac,0.44520465,1,0.99995005,DNA/CMC,0.58833,2901,False,True,False,False,False,True,True,True,False
Unknown_182-fGobGob#DNA,None,0,1,0.8925948,DNA,0.4571019,1,0.9971028,DNA,0.8768577,3091,False,True,False,False,False,True,True,True,False
hAT_178-kTriCli#DNA/hAT,None,0,1,0.89257765,DNA/hAT,0.77307254,1,0.9997514,DNA/hAT,0.9330202,2158,False,True,False,False,False,True,True,True,False
TcMar-Tc1_3-aRanTem#DNA/TcMar-Tc1,None,0,1,0.89246637,DNA/hAT,0.5443989,1,0.9997216,DNA/TcMar-Tc1,0.92700887,3072,False,True,False,False,False,True,True,True,False
PiggyBac_1-aBomBom#DNA/PiggyBac,None,0,1,0.8924554,DNA/PiggyBac,0.5968778,1,0.79600286,DNA/PiggyBac,0.74635977,6777,False,True,False,False,False,True,True,True,False
hAT_285-aRhiDor#DNA/hAT,None,0,1,0.8923684,DNA/hAT,0.7535059,1,0.9396336,DNA/hAT,0.92265695,8049,False,True,False,False,False,True,True,True,False
PIF-Harbinger_35-aRanTem#DNA/PIF-Harbinger,None,0,1,0.8923197,DNA/PIF-Harbinger,0.55697244,1,0.99126923,DNA/PiggyBac,0.88878983,8590,False,True,False,False,False,True,True,True,False
hAT_51-fCoiMys#Unknown,None,0,1,0.89223,DNA/hAT,0.74780333,1,0.9974529,DNA/hAT,0.6807858,1588,False,True,False,False,False,True,True,True,False
hAT_86-rDibSmi#DNA,None,0,1,0.89208645,DNA,0.9198272,1,0.999838,DNA/hAT,0.9216949,1193,False,True,False,False,False,True,True,True,False
hAT_3-fGasAcu#DNA/hAT,None,0,1,0.89201283,DNA/hAT,0.77921826,1,0.99996567,DNA/hAT,0.9189741,2817,False,True,False,False,False,True,True,True,False
Unknown_100-fHypImm#Unknown,None,0,1,0.89199317,DNA/TcMar-Tc1,0.62840486,1,0.9987895,DNA/TcMar-Tc1,0.92012656,1603,False,True,False,False,False,True,True,True,False
Unknown_519-fNotCoa#DNA/hAT,None,0,1,0.8918936,DNA/hAT,0.68898237,1,0.9955382,DNA/TcMar-Tc1,0.88988256,1254,False,True,False,False,False,True,True,True,False
hAT_98-kAplTur#DNA/hAT,None,0,1,0.89185035,DNA/hAT,0.7672457,1,0.99997246,DNA/hAT,0.92057145,2545,False,True,False,False,False,True,True,True,False
hAT_28-aEngPus#DNA/hAT,None,0,1,0.89180106,DNA/hAT,0.79609317,1,0.96978843,DNA/hAT,0.9156158,9524,False,True,False,False,False,True,True,True,False
hAT_43-aEngPus#DNA/hAT,None,0,1,0.89171946,DNA/hAT,0.78573394,1,0.9016534,DNA/hAT,0.92148876,4852,False,True,False,False,False,True,True,True,False
Unknown_165-rPodErh#DNA/hAT,None,0,1,0.89169514,DNA/hAT,0.7982421,1,0.9999589,DNA/hAT,0.9226236,857,False,True,False,False,False,True,True,True,False
Unknown_177-rEryReg#Unknown,None,0,1,0.8915438,DNA,0.82800984,1,0.9987833,DNA,0.9189928,1681,False,True,False,False,False,True,True,True,False
Unknown_193-rEryReg#DNA,None,0,1,0.8913975,DNA,0.70603025,1,0.9996606,DNA,0.91271275,1454,False,True,False,False,False,True,True,True,False
Unknown_42-fSalFas#DNA,None,0,1,0.891224,DNA/hAT,0.36879227,1,0.9999112,DNA,0.86173546,1850,False,True,False,False,False,True,True,True,False
Unknown_67-rPodErh#Unknown,None,0,1,0.89121664,DNA,0.61706847,1,0.9995796,DNA/hAT,0.92095226,1677,False,True,False,False,False,True,True,True,False
Unknown_64-rSteOdo#DNA,None,0,1,0.89120257,DNA,0.5504384,1,0.9997888,DNA,0.9124741,893,False,True,False,False,False,True,True,True,False
hAT_311-aRhiDor#DNA/hAT,None,0,1,0.89109397,DNA/hAT,0.77935994,1,0.9799355,DNA/hAT,0.9125315,8000,False,True,False,False,False,True,True,True,False
Unknown_141-aDenEbr#Unknown,None,0,1,0.8910689,DNA,0.78040737,1,0.9970594,DNA/TcMar-Tc1,0.4698601,1165,False,True,False,False,False,True,True,True,False
Unknown_219-aGeoSer#DNA,None,0,1,0.8910325,DNA,0.88035107,1,0.99985945,DNA,0.91316205,1573,False,True,False,False,False,True,True,True,False
Unknown_28-rDibSmi#DNA,None,0,1,0.891024,DNA,0.86302763,1,0.99998593,DNA,0.9119903,1327,False,True,False,False,False,True,True,True,False
Unknown_17-kTriCli#Unknown,None,0,1,0.89099723,DNA/hAT,0.6801134,1,0.99892634,DNA/hAT,0.91005445,2126,False,True,False,False,False,True,True,True,False
hAT_726-aRhiDor#DNA/hAT,None,0,1,0.89091176,DNA/hAT,0.6265529,1,0.92932767,DNA/hAT,0.92276984,7249,False,True,False,False,False,True,True,True,False
